Ubicación,Código de moneda,CPV prom.,CPM prom.,Impr.,Interacciones,Porcentaje de interacción,Costo prom.,Costo,Todas las conv.,Clics,CTR,Porcentaje de conv.,Conversiones,Costo/conv.
"Mendoza, Provincia de Mendoza",ARS,0,"111,75",5422,10,"0,18%","60,59","605,91",1,10,"0,18%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"132,3",4574,239,"5,23%","2,53","605,14",54,194,"4,24%","20,08%",48,"12,61"
"4.0|km|La Banda, Santiago del Estero",ARS,0,"404,38",1495,42,"2,81%","14,39","604,54",0,40,"2,68%",0%,0,0
"3.0|km|Hiper Super, Santiago del Estero",ARS,0,"82,52",7324,4,"0,05%","151,09","604,36",0,4,"0,05%",0%,0,0
"2.0|km|Manantiales, Córdoba",ARS,0,"237,23",2543,49,"1,93%","12,31","603,28",36,47,"1,85%",0%,0,0
Salta,ARS,0,"97,88",6143,180,"2,93%","3,34","601,28",16,119,"1,94%",0%,0,0
"3.0|km|Villa Allende, Córdoba",ARS,0,"430,4",1397,44,"3,15%","13,67","601,27",8,37,"2,65%","18,18%",8,"75,16"
"2.0|km|Obanta, Tucumán",ARS,0,"391,98",1530,77,"5,03%","7,79","599,73",3,77,"5,03%","3,9%",3,"199,91"
"4.0|km|Fontana, Chaco",ARS,0,"445,88",1341,54,"4,03%","11,07","597,93",0,54,"4,03%",0%,0,0
"Encarnación, Itapúa, Paraguay",ARS,0,"180,85",3297,15,"0,45%","39,75","596,27",4,15,"0,45%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"448,98",1328,50,"3,77%","11,92","596,24",0,50,"3,77%",0%,0,0
"3.0|km|Chimbas, San Juan",ARS,0,"307,62",1937,155,8%,"3,84","595,87",6,154,"7,95%","3,23%",5,"119,17"
Ciudad de Corrientes,ARS,0,"85,44",6970,6,"0,09%","99,25","595,51",0,6,"0,09%",0%,0,0
"Mendoza, Provincia de Mendoza",ARS,0,"108,95",5463,4,"0,07%","148,8","595,19",7,4,"0,07%",0%,0,0
"3.0|km|Maipú, Mendoza",ARS,0,"306,6",1939,69,"3,56%","8,62","594,5",3,61,"3,15%","2,9%",2,"297,25"
"3.0|km|Maipú, Mendoza",ARS,0,"194,26",3053,163,"5,34%","3,64","593,08",12,163,"5,34%","5,52%",9,"65,9"
"San Juan, Provincia de San Juan",ARS,0,"110,53",5363,7,"0,13%","84,68","592,77",2,7,"0,13%",0%,0,0
"San Juan, Provincia de San Juan",ARS,0,"96,3",6147,86,"1,4%","6,88","591,97","2,13",79,"1,29%","2,48%","2,13","277,55"
"4.0|km|La Banda, Santiago del Estero",ARS,0,"22,62",26013,76,"0,29%","7,74","588,44","2,26",76,"0,29%","1,66%","1,26","465,72"
"4.0|km|La Banda, Santiago del Estero",ARS,0,"32,85",17914,33,"0,18%","17,83","588,39","6,5",33,"0,18%","10,61%","3,5","168,02"
"San Juan, Provincia de San Juan",ARS,0,"79,71",7379,7,"0,09%","84,03","588,2",0,7,"0,09%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"45,8",12801,96,"0,75%","6,11","586,31",24,96,"0,75%","2,08%",2,"293,16"
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"292,22",2006,134,"6,68%","4,37","586,2",2,123,"6,13%",0%,0,0
"San Juan, Provincia de San Juan",ARS,0,"20,64",28361,85,"0,3%","6,89","585,35","20,05",85,"0,3%","7,11%","6,05","96,83"
"3.0|km|Alderetes, Tucumán",ARS,0,"306,29",1908,92,"4,82%","6,35","584,4",2,86,"4,51%",0%,0,0
"2.0|km|Manantial, Tucumán",ARS,0,"2446,36",238,11,"4,62%","52,93","582,23",0,11,"4,62%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"47,03",12379,214,"1,73%","2,72","582,14",22,195,"1,58%","0,47%",1,"582,14"
"Encarnación, Itapúa, Paraguay",ARS,0,"61,06",9501,403,"4,24%","1,44","580,16",19,247,"2,6%","2,48%",10,"58,02"
"3.0|km|Rivadavia, San Juan",ARS,0,"396,28",1463,73,"4,99%","7,94","579,76",23,56,"3,83%","27,4%",20,"28,99"
"3.0|km|La Banda, Santiago del Estero",ARS,0,"311,37",1861,52,"2,79%","11,14","579,46",0,51,"2,74%",0%,0,0
"Encarnación, Itapúa, Paraguay",ARS,0,"47,61",12150,199,"1,64%","2,91","578,51","14,75",199,"1,64%","5,4%","10,75","53,8"
"San Juan, Provincia de San Juan",ARS,0,"107,7",5366,3,"0,06%","192,65","577,94",3,3,"0,06%",0%,0,0
"3.0|km|Yerba Buena, Tucumán",ARS,0,"719,7",802,52,"6,48%","11,1","577,2",12,51,"6,36%","23,08%",12,"48,1"
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"86,63",6656,10,"0,15%","57,66","576,59",0,10,"0,15%",0%,0,0
"10.0|km|La Banda, Santiago del Estero",ARS,0,"449,47",1281,15,"1,17%","38,38","575,77",0,15,"1,17%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"44,78",12826,57,"0,44%","10,08","574,33","33,64",57,"0,44%","4,63%","2,64","217,82"
"Encarnación, Itapúa, Paraguay",ARS,0,"29,85",19203,59,"0,31%","9,72","573,25",1,59,"0,31%",0%,0,0
"3.0|km|Alderetes, Tucumán",ARS,0,"48,63",11775,26,"0,22%","22,02","572,57",2,26,"0,22%",0%,0,0
"2.0|km|Vaqueros, Salta",ARS,0,"383,58",1492,76,"5,09%","7,53","572,3",1,72,"4,83%","1,32%",1,"572,3"
"Rafaela, Provincia de Santa Fe",ARS,0,"175,45",3257,102,"3,13%","5,6","571,44",46,42,"1,29%","0,98%",1,"571,44"
Ciudad de Santiago del Estero,ARS,0,"77,07",7408,171,"2,31%","3,34","570,96",1,141,"1,9%","0,58%",1,"570,96"
"2.0|km|Banda del Río Salí, Tucumán",ARS,0,"579,61",983,61,"6,21%","9,34","569,76",4,61,"6,21%","6,56%",4,"142,44"
"4.0|km|La Banda, Santiago del Estero",ARS,0,"37,3",15250,41,"0,27%","13,87","568,79","3,48",41,"0,27%","8,49%","3,48","163,45"
"2.0|km|Villa Krause, San Juan",ARS,0,"376,75",1509,139,"9,21%","4,09","568,52",12,139,"9,21%","8,63%",12,"47,38"
"3.0|km|Yerba Buena, Tucumán",ARS,0,"743,14",765,47,"6,14%","12,1","568,51",11,45,"5,88%","23,41%",11,"51,66"
"3.0|km|Maipú, Mendoza",ARS,0,"366,47",1551,63,"4,06%","9,02","568,4",1,56,"3,61%",0%,0,0
"3.0|km|Alderetes, Tucumán",ARS,0,"601,43",944,32,"3,39%","17,74","567,75","0,03",31,"3,28%","0,08%","0,03","22331,38"
"3.0|km|Maipú, Mendoza",ARS,0,"302,27",1874,150,8%,"3,78","566,45",5,150,8%,"2,67%",4,"141,61"
"4.0|km|La Banda, Santiago del Estero",ARS,0,"32,27",17551,46,"0,26%","12,31","566,38",3,46,"0,26%","2,17%",1,"566,38"
"3.0|km|Chimbas, San Juan",ARS,0,"140,67",4019,187,"4,65%","3,02","565,36",12,186,"4,63%","6,42%",12,"47,11"
"3.0|km|Rivadavia, San Juan",ARS,0,"82,2",6873,68,"0,99%","8,31","564,98","10,21",68,"0,99%","1,47%",1,"564,98"
"3.0|km|Guaymallén, Mendoza",ARS,0,"655,81",861,74,"8,59%","7,63","564,65","5,43",74,"8,59%","7,33%","5,43","104,03"
"4.0|km|Paseo Rivera Indarte, Agrim Enrique Bodereau, Córdoba",ARS,0,"51,12",11017,16,"0,15%","35,2","563,22",0,16,"0,15%",0%,0,0
"3.0|km|Rivadavia, San Juan",ARS,0,87,6473,16,"0,25%","35,2","563,13",0,16,"0,25%",0%,0,0
"3.0|km|Guaymallén, Mendoza",ARS,0,"78,64",7155,7,"0,1%","80,38","562,64",1,7,"0,1%",0%,0,0
"San Juan, Provincia de San Juan",ARS,0,"331,89",1693,123,"7,27%","4,57","561,89",7,122,"7,21%","5,69%",7,"80,27"
"Rafaela, Provincia de Santa Fe",ARS,0,"47,15",11897,6,"0,05%","93,5",561,0,6,"0,05%",0%,0,0
"3.0|km|Yerba Buena, Tucumán",ARS,0,"54,91",10213,81,"0,79%","6,92","560,77",2,81,"0,79%","2,47%",2,"280,38"
"20.0|millas|Guaymallén, Mendoza",ARS,0,"43,41",12897,24,"0,19%","23,33","559,8",0,24,"0,19%",0%,0,0
"2.0|km|Villa Krause, San Juan",ARS,0,"265,55",2100,62,"2,95%","8,99","557,66",0,62,"2,95%",0%,0,0
"3.0|km|Maipú, Mendoza",ARS,0,"539,9",1032,43,"4,17%","12,96","557,18",1,43,"4,17%","2,33%",1,"557,18"
"2.0|km|Banda del Río Salí, Tucumán",ARS,0,"949,86",586,17,"2,9%","32,74","556,62",0,17,"2,9%",0%,0,0
"2.0|km|Villa Krause, San Juan",ARS,0,"427,26",1302,57,"4,38%","9,76","556,29",3,57,"4,38%","1,75%",1,"556,29"
"3.0|km|Villa Krause, San Juan",ARS,0,"232,16",2394,58,"2,42%","9,58","555,8",0,49,"2,05%",0%,0,0
"4.0|km|La Banda, Santiago del Estero",ARS,0,"917,41",605,87,"14,38%","6,38","555,03","20,56",49,"8,1%","1,16%","1,01","551,37"
"3.0|km|Yerba Buena, Tucumán",ARS,0,"43,16",12831,24,"0,19%","23,07","553,79",0,24,"0,19%",0%,0,0
"4.0|km|Fontana, Chaco",ARS,0,"2341,12",236,12,"5,08%","46,04","552,5",0,7,"2,97%",0%,0,0
"Resistencia, Provincia del Chaco",ARS,0,"45,43",12142,103,"0,85%","5,35","551,56","62,1",103,"0,85%","22,43%","23,1","23,87"
"3.0|km|Alderetes, Tucumán",ARS,0,"2096,23",263,7,"2,66%","78,76","551,31",0,7,"2,66%",0%,0,0
"3.0|km|Chimbas, San Juan",ARS,0,"233,65",2359,119,"5,04%","4,63","551,18",3,90,"3,82%","2,52%",3,"183,73"
"4.0|km|Fontana, Chaco",ARS,0,"389,02",1416,100,"7,06%","5,51","550,85",0,100,"7,06%",0%,0,0
"5.0|km|Guaymallén, Mendoza",ARS,0,"131,71",4180,25,"0,6%","22,02","550,55","22,68",25,"0,6%","26,72%","6,68","82,43"
"3.0|km|Yerba Buena, Tucumán",ARS,0,"40,71",13520,15,"0,11%","36,7","550,44",0,15,"0,11%",0%,0,0
"10.0|km|Villa Allende, Córdoba",ARS,0,"39,08",14038,47,"0,33%","11,67","548,57","18,14",47,"0,33%","34,35%","16,14","33,98"
"San Juan, Provincia de San Juan",ARS,0,"39,51",13875,25,"0,18%","21,93","548,17",0,25,"0,18%",0%,0,0
Posadas,ARS,0,"79,53",6883,3,"0,04%","182,47","547,4",0,3,"0,04%",0%,0,0
"San Juan, Provincia de San Juan",ARS,0,"109,71",4983,34,"0,68%","16,08","546,67","0,08",34,"0,68%","0,25%","0,08","6469,41"
"Resistencia, Provincia del Chaco",ARS,0,"80,21",6807,4,"0,06%","136,49","545,96",0,4,"0,06%",0%,0,0
"4.0|km|Villa Krause, San Juan",ARS,0,"374,2",1459,74,"5,07%","7,38","545,95",4,70,"4,8%",0%,0,0
"3.0|km|Yerba Buena, Tucumán",ARS,0,"1181,49",462,23,"4,98%","23,73","545,85",0,9,"1,95%",0%,0,0
"5.0|km|San Juan, San Juan",ARS,0,"52,79",10328,20,"0,19%","27,26","545,23",0,20,"0,19%",0%,0,0
"3.0|km|Chimbas, San Juan",ARS,0,"116,29",4685,66,"1,41%","8,25","544,8",12,65,"1,39%","1,52%",1,"544,8"
"Rafaela, Provincia de Santa Fe",ARS,0,"105,53",5157,98,"1,9%","5,55","544,2","16,62",93,"1,8%","16,96%","16,62","32,74"
"4.0|km|La Banda, Santiago del Estero",ARS,0,"312,64",1736,138,"7,95%","3,93","542,74",24,137,"7,89%","13,04%",18,"30,15"
"3.0|km|Alderetes, Tucumán",ARS,0,"750,74",722,38,"5,26%","14,26","542,04",0,36,"4,99%",0%,0,0
"7.0|km|Banda del Río Salí, Tucumán",ARS,0,"37,68",14331,25,"0,17%","21,6","539,99",3,25,"0,17%",0%,0,0
"4.0|km|Fontana, Chaco",ARS,0,"709,38",760,32,"4,21%","16,85","539,13",0,29,"3,82%",0%,0,0
"4.0|km|Fontana, Chaco",ARS,0,"412,64",1301,65,5%,"8,26","536,84",3,62,"4,77%","4,62%",3,"178,95"
Ciudad de Corrientes,ARS,0,"52,75",10165,20,"0,2%","26,81","536,23",0,20,"0,2%",0%,0,0
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"1643,07",326,37,"11,35%","14,48","535,64","10,2",27,"8,28%","19,45%","7,2","74,43"
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"673,06",795,64,"8,05%","8,36","535,09",0,61,"7,67%",0%,0,0
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"532,67",1002,62,"6,19%","8,61","533,74",0,44,"4,39%",0%,0,0
"2.0|km|Vaqueros, Salta",ARS,0,"1296,01",411,16,"3,89%","33,29","532,66",0,16,"3,89%",0%,0,0
"4.0|km|La Banda, Santiago del Estero",ARS,0,"881,78",603,43,"7,13%","12,37","531,71",3,34,"5,64%","6,98%",3,"177,24"
"2.0|km|Obanta, Tucumán",ARS,0,"157,83",3366,100,"2,97%","5,31","531,26","21,21",100,"2,97%","3,18%","3,18","167,11"
"4.0|km|La Banda, Santiago del Estero",ARS,0,"68,06",7798,11,"0,14%","48,25","530,72",0,11,"0,14%",0%,0,0
"2.0|km|Manantial, Tucumán",ARS,0,"1296,62",409,31,"7,58%","17,11","530,32",1,31,"7,58%",0%,0,0
"3.0|km|Guaymallén, Mendoza",ARS,0,"372,81",1422,83,"5,84%","6,39","530,13",19,53,"3,73%","1,2%",1,"530,13"
"3.0|km|Yerba Buena, Tucumán",ARS,0,"36,73",14426,21,"0,15%","25,23","529,93",2,21,"0,15%",0%,0,0
"3.0|km|Yerba Buena, Tucumán",ARS,0,"29,56",17924,44,"0,25%","12,04","529,89",0,44,"0,25%",0%,0,0
"4.0|km|Fontana, Chaco",ARS,0,"67,77",7797,22,"0,28%","24,02","528,4","4,75",22,"0,28%","17,05%","3,75","140,85"
"Ciudad de Córdoba, Provincia de Córdoba",ARS,0,"291,92",1807,42,"2,32%","12,56","527,5",1,36,"1,99%",0%,0,0
"3.0|km|Chimbas, San Juan",ARS,0,"129,97",4055,113,"2,79%","4,66","527,04",4,112,"2,76%","3,54%",4,"131,76"
"Rosario, Provincia de Santa Fe",ARS,0,"81,03",6487,202,"3,11%","2,6","525,66",11,119,"1,83%",0%,0,0
"3.0|km|Chimbas, San Juan",ARS,0,"39,86",13184,57,"0,43%","9,22","525,57",2,57,"0,43%",0%,0,0
"4.0|km|La Banda, Santiago del Estero",ARS,0,"105,56",4974,10,"0,2%","52,5","525,04",0,10,"0,2%",0%,0,0
"2.0|km|Manantial, Tucumán",ARS,0,"505,82",1035,50,"4,83%","10,47","523,53",0,50,"4,83%",0%,0,0
"2.0|km|Manantial, Tucumán",ARS,0,"929,23",562,30,"5,34%","17,41","522,23",0,30,"5,34%",0%,0,0
"2.0|km|Villa Krause, San Juan",ARS,0,"422,73",1235,68,"5,51%","7,68","522,07",3,68,"5,51%","4,41%",3,"174,02"
"3.0|km|Maipú, Mendoza",ARS,0,"972,18",537,24,"4,47%","21,75","522,06",3,21,"3,91%","12,5%",3,"174,02"
"3.0|km|Barrio Escobar, La Estación, Villa Krause, San Juan",ARS,"1,11","804,18",647,521,"80,53%",1,"520,31",0,1,"0,15%",0%,0,0
"3.0|km|Yerba Buena, Tucumán",ARS,0,"12,67",41018,65,"0,16%","7,99","519,5","16,04",65,"0,16%","24,68%","16,04","32,39"
"3.0|km|Guaymallén, Mendoza",ARS,0,"534,62",971,70,"7,21%","7,42","519,11",0,68,7%,0%,0,0
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"152,05",3411,21,"0,62%","24,7","518,64",2,21,"0,62%",0%,0,0
"3.0|km|Yerba Buena, Tucumán",ARS,0,"59,07",8776,29,"0,33%","17,87","518,37","33,63",29,"0,33%","9,06%","2,63","197,29"
"7.0|km|Guaymallén, Mendoza",ARS,0,"44,69",11577,18,"0,16%","28,74","517,34",3,18,"0,16%",0%,0,0
"5.0|km|Rafaela, Santa Fe",ARS,0,"106,51",4857,12,"0,25%","43,11","517,33","48,12",12,"0,25%","400,97%","48,12","10,75"
"3.0|km|Chimbas, San Juan",ARS,0,"1647,04",314,18,"5,73%","28,73","517,17",0,18,"5,73%",0%,0,0
"Villa María, Córdoba, Argentina",ARS,0,"145,81",3538,1,"0,03%","515,89","515,89",1,1,"0,03%",0%,0,0
"3.0|km|Rivadavia, San Juan",ARS,0,"928,62",555,33,"5,95%","15,62","515,38",0,26,"4,68%",0%,0,0
"3.0|km|Chimbas, San Juan",ARS,0,"152,91",3368,140,"4,16%","3,68","514,99",7,140,"4,16%","4,29%",6,"85,83"
"4.0|km|Yerba Buena, Tucumán",ARS,0,"26,32",19514,73,"0,37%","7,04","513,7","2,01",73,"0,37%","2,75%","2,01","255,78"
Ciudad de Santiago del Estero,ARS,0,"47,4",10828,38,"0,35%","13,51","513,29","6,69",38,"0,35%","17,61%","6,69","76,69"
"3.0|km|Rosario, Santa Fe",ARS,0,"46,27",11082,21,"0,19%","24,42","512,73",0,21,"0,19%",0%,0,0
"4.0|km|La Banda, Santiago del Estero",ARS,0,"615,35",833,91,"10,92%","5,63","512,59",8,56,"6,72%","8,79%",8,"64,07"
"3.0|km|Chimbas, San Juan",ARS,0,"369,47",1387,11,"0,79%","46,59","512,46","0,55",11,"0,79%",5%,"0,55","932,63"
"2.0|km|Banda del Río Salí, Tucumán",ARS,0,"307,91",1660,51,"3,07%","10,02","511,13",2,51,"3,07%","3,92%",2,"255,57"
"3.0|km|Maipú, Mendoza",ARS,0,"47,1",10831,15,"0,14%","34,01","510,15",3,15,"0,14%",0%,0,0
"3.0|km|Guaymallén, Mendoza",ARS,0,"70,18",7266,45,"0,62%","11,33","509,93","2,03",45,"0,62%","4,51%","2,03","251,46"
"3.0|km|Chimbas, San Juan",ARS,0,"263,94",1931,127,"6,58%","4,01","509,66",29,120,"6,21%","21,26%",27,"18,88"
"2.0|km|Manantial, Tucumán",ARS,0,"279,41",1823,123,"6,75%","4,14","509,37",5,123,"6,75%","1,63%",2,"254,69"
"3.0|km|Maipú, Mendoza",ARS,0,"746,53",679,90,"13,25%","5,63","506,89",5,81,"11,93%",0%,0,0
"3.0|km|Guaymallén, Mendoza",ARS,0,"49,44",10237,8,"0,08%","63,26","506,08",0,8,"0,08%",0%,0,0
"2.0|km|Manantial, Tucumán",ARS,0,"249,03",2031,162,"7,98%","3,12","505,79",5,162,"7,98%","1,85%",3,"168,6"
"3.0|km|Guaymallén, Mendoza",ARS,0,"279,14",1811,64,"3,53%","7,9","505,53",0,63,"3,48%",0%,0,0
"4.0|km|La Banda, Santiago del Estero",ARS,0,"229,19",2204,119,"5,4%","4,24","505,12",7,66,"2,99%","5,04%",6,"84,19"
"Rafaela, Provincia de Santa Fe",ARS,0,"139,67",3613,132,"3,65%","3,82","504,64",184,70,"1,94%","102,27%",135,"3,74"
"3.0|km|Yerba Buena, Tucumán",ARS,0,"644,25",783,19,"2,43%","26,55","504,45",0,18,"2,3%",0%,0,0
Posadas,ARS,0,"174,53",2890,136,"4,71%","3,71","504,38",11,68,"2,35%","1,47%",2,"252,19"
"3.0|km|Yerba Buena, Tucumán",ARS,0,"667,01",756,18,"2,38%","28,01","504,26",2,18,"2,38%","5,56%",1,"504,26"
"3.0|km|Chimbas, San Juan",ARS,0,"133,84",3736,178,"4,76%","2,81","500,01",16,173,"4,63%","7,3%",13,"38,46"
"Mendoza, Provincia de Mendoza",ARS,0,"255,63",1954,133,"6,81%","3,76","499,5",2,133,"6,81%","0,75%",1,"499,5"
"2.0|km|Manantial, Tucumán",ARS,0,"917,64",544,19,"3,49%","26,27","499,2",0,19,"3,49%",0%,0,0
"Encarnación, Itapúa, Paraguay",ARS,0,"54,86",9068,177,"1,95%","2,81","497,51","103,81",143,"1,58%","1,02%","1,81","275,23"
"3.0|km|Alderetes, Tucumán",ARS,0,"400,05",1242,14,"1,13%","35,49","496,86",0,14,"1,13%",0%,0,0
"5.0|km|Rivadavia, San Juan",ARS,0,"231,88",2138,10,"0,47%","49,58","495,76","0,45",10,"0,47%","4,54%","0,45","1092,81"
"4.0|km|La Banda, Santiago del Estero",ARS,0,"22,58",21919,57,"0,26%","8,68","495,02","27,13",57,"0,26%","45,84%","26,13","18,94"
Ciudad de Corrientes,ARS,0,"40,78",12124,32,"0,26%","15,45","494,46","0,9",32,"0,26%","2,82%","0,9","548,46"
"4.0|km|La Banda, Santiago del Estero",ARS,0,"389,89",1268,94,"7,41%","5,26","494,38",0,92,"7,26%",0%,0,0
"3.0|km|Chimbas, San Juan",ARS,0,"132,63",3721,144,"3,87%","3,43","493,52",21,134,"3,6%","3,47%",5,"98,7"
"3.0|km|Chimbas, San Juan",ARS,0,"107,12",4606,21,"0,46%","23,49","493,39",1,21,"0,46%",0%,0,0
"3.0|km|Chimbas, San Juan",ARS,0,"212,5",2321,67,"2,89%","7,36","493,21",2,58,"2,5%","1,49%",1,"493,21"
"3.0|km|Yerba Buena, Tucumán",ARS,0,"66,3",7423,5,"0,07%","98,43","492,16",1,5,"0,07%",0%,0,0
"San Juan, Provincia de San Juan",ARS,0,"258,26",1900,96,"5,05%","5,11","490,69",0,96,"5,05%",0%,0,0
"Encarnación, Itapúa, Paraguay",ARS,0,"39,23",12504,71,"0,57%","6,91","490,48","9,63",71,"0,57%","6,53%","4,63","105,85"
"2.0|km|Banda del Río Salí, Tucumán",ARS,0,"1091,44",449,21,"4,68%","23,34","490,06",0,21,"4,68%",0%,0,0
"4.0|km|Fontana, Chaco",ARS,0,"118,41",4135,203,"4,91%","2,41","489,64",9,194,"4,69%","3,45%",7,"69,95"
Ciudad de Corrientes,ARS,0,"72,57",6735,177,"2,63%","2,76","488,73",1,174,"2,58%","0,56%",1,"488,73"
"San Miguel de Tucumán, Provincia de Tucumán",ARS,0,"629,73",776,14,"1,8%","34,91","488,67",1,11,"1,42%",0%,0,0
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"163,8",2976,27,"0,91%","18,05","487,46","0,17",27,"0,91%","0,63%","0,17","2859,82"
"3.0|km|Yerba Buena, Tucumán",ARS,0,"61,48",7891,8,"0,1%","60,64","485,13",0,8,"0,1%",0%,0,0
"2.0|km|Manantial, Tucumán",ARS,0,"293,06",1655,95,"5,74%","5,11","485,02",0,95,"5,74%",0%,0,0
"Resistencia, Provincia del Chaco",ARS,0,"72,53",6675,7,"0,1%","69,16","484,14",1,7,"0,1%",0%,0,0
"3.0|km|Maipú, Mendoza",ARS,0,"350,79",1379,115,"8,34%","4,21","483,74",8,115,"8,34%","6,09%",7,"69,11"
"San Juan, Provincia de San Juan",ARS,0,"321,57",1504,111,"7,38%","4,36","483,63",9,110,"7,31%","8,11%",9,"53,74"
"Mendoza, Provincia de Mendoza",ARS,0,"56,49",8560,275,"3,21%","1,76","483,58","81,83",275,"3,21%","5,76%","15,83","30,54"
"3.0|km|Maipú, Mendoza",ARS,0,"65,23",7410,10,"0,13%","48,34","483,38",0,10,"0,13%",0%,0,0
"4.0|km|La Banda, Santiago del Estero",ARS,0,"34,14",14130,43,"0,3%","11,22","482,34",8,43,"0,3%","0,01%",0,0
Ciudad de Corrientes,ARS,0,"42,95",11184,17,"0,15%","28,25","480,32",0,17,"0,15%",0%,0,0
Ciudad de Corrientes,ARS,0,"31,36",15271,86,"0,56%","5,57","478,97",2,86,"0,56%","2,33%",2,"239,49"
"2.0|km|Vaqueros, Salta",ARS,0,"350,86",1365,51,"3,74%","9,39","478,92",1,41,3%,0%,0,0
"4.0|km|Fontana, Chaco",ARS,0,"80,13",5977,101,"1,69%","4,74","478,91","36,13",100,"1,67%","1,66%","1,68","285,08"
"Villa María, Córdoba, Argentina",ARS,0,"43,5",11006,10,"0,09%","47,87","478,74",0,10,"0,09%",0%,0,0
"4.0|km|La Banda, Santiago del Estero",ARS,0,"305,28",1567,61,"3,89%","7,84","478,38",8,43,"2,74%","11,48%",7,"68,34"
"3.0|km|La Banda, Santiago del Estero",ARS,0,"47,92",9926,7,"0,07%","67,96","475,69",0,7,"0,07%",0%,0,0
"3.0|km|Maipú, Chile",ARS,0,"141,65",3357,125,"3,72%","3,8","475,53",2,102,"3,04%","1,6%",2,"237,76"
"4.0|km|La Banda, Santiago del Estero",ARS,0,"190,9",2486,121,"4,87%","3,92","474,58",3,120,"4,83%","2,48%",3,"158,19"
"2.0|km|Banda del Río Salí, Tucumán",ARS,0,"1257,03",377,16,"4,24%","29,62","473,9",0,16,"4,24%",0%,0,0
"4.0|km|La Banda, Santiago del Estero",ARS,0,"49,3",9609,44,"0,46%","10,77","473,72","0,07",44,"0,46%","0,15%","0,07","7167,87"
"3.0|km|Maipú, Mendoza",ARS,0,"58,28",8128,18,"0,22%","26,31","473,67",0,18,"0,22%",0%,0,0
"3.0|km|Banda del Río Salí, Tucumán",ARS,0,"49,16",9624,21,"0,22%","22,53","473,1","1,03",21,"0,22%","0,12%","0,03","18476,99"
"3.0|km|Chimbas, San Juan",ARS,0,"43,17",10958,43,"0,39%",11,"473,06","5,52",43,"0,39%","2,51%","1,08","438,48"
"Rafaela, Provincia de Santa Fe",ARS,0,"86,65",5443,17,"0,31%","27,74","471,62",2,17,"0,31%",0%,0,0
"3.0|km|Rivadavia, San Juan",ARS,0,"89,82",5250,16,"0,3%","29,47","471,56","22,21",16,"0,3%","13,83%","2,21","213,15"
"4.0|km|Godoy Cruz, Mendoza",ARS,0,"143,14",3293,15,"0,46%","31,42","471,36",7,15,"0,46%",0%,0,0
"4.0|km|La Banda, Santiago del Estero",ARS,0,"1914,09",246,14,"5,69%","33,63","470,87",0,6,"2,44%",0%,0,0
"3.0|km|Rivadavia, San Juan",ARS,0,"720,91",650,63,"9,69%","7,44","468,59",3,60,"9,23%",0%,0,0
Ciudad de Corrientes,ARS,0,"41,12",11387,14,"0,12%","33,44","468,23",0,14,"0,12%",0%,0,0
"4.0|km|Villa Krause, San Juan",ARS,0,"41,18",11319,26,"0,23%","17,93","466,16",0,26,"0,23%",0%,0,0
"Encarnación, Itapúa, Paraguay",ARS,0,"81,56",5712,32,"0,56%","14,56","465,85",2,32,"0,56%",0%,0,0
"2.0|km|Villa Krause, San Juan",ARS,0,"327,81",1420,120,"8,45%","3,88","465,5",4,120,"8,45%","3,33%",4,"116,37"
Ciudad de Corrientes,ARS,0,"78,86",5902,6,"0,1%","77,57","465,44",0,6,"0,1%",0%,0,0
"3.0|km|Yerba Buena, Tucumán",ARS,0,"363,71",1279,8,"0,63%","58,15","465,18",0,8,"0,63%",0%,0,0
"Rafaela, Provincia de Santa Fe",ARS,0,"51,82",8967,42,"0,47%","11,06","464,69","49,95",42,"0,47%","114,16%","47,95","9,69"
"Encarnación, Itapúa, Paraguay",ARS,0,"68,45",6787,363,"5,35%","1,28","464,55",7,117,"1,72%","1,93%",7,"66,36"
"3.0|km|Yerba Buena, Tucumán",ARS,0,415,1118,87,"7,78%","5,33","463,97",6,53,"4,74%","3,45%",3,"154,66"
"3.0|km|Rivadavia, San Juan",ARS,0,"109,33",4239,19,"0,45%","24,39","463,44",0,19,"0,45%",0%,0,0
"3.0|km|Banda del Río Salí, Tucumán",ARS,0,"51,64",8965,16,"0,18%","28,93","462,94",0,16,"0,18%",0%,0,0
"3.0|km|Alderetes, Tucumán",ARS,0,"70,38",6575,18,"0,27%","25,71","462,78",0,18,"0,27%",0%,0,0
Posadas,ARS,0,"73,36",6303,5,"0,08%","92,47","462,36",3,5,"0,08%",0%,0,0
